,ID,Primary Type,Community Area,Year,Latitude,Longitude,FIPS,Tract,Block
105959,7491292,BURGLARY,67.0,2010,41.7770281,-87.6726396,170316713001015,671300,1015
278880,7734986,ROBBERY,43.0,2010,41.76798852,-87.57573832,170314301012007,430101,2007
236637,7353653,NARCOTICS,43.0,2010,41.76743156,-87.58792582,170314303002011,430300,2011
40082,7319423,BATTERY,24.0,2010,41.91049504,-87.67689705,170312403001036,240300,1036
368081,7483478,WEAPONS VIOLATION,13.0,2010,41.98300327,-87.71404721,170311303004013,130300,4013
6741,7626292,ASSAULT,4.0,2010,41.97695296,-87.67855765,170310401002013,040100,2013
463,7698305,ARSON,45.0,2010,41.75078949,-87.59547712,170318343002027,834300,2027
242122,7361074,NARCOTICS,50.0,2010,41.70725054,-87.60400645,170315002001003,500200,1003
79681,7449124,BATTERY,46.0,2010,41.74907247,-87.55770005,170314603022006,460302,2006
147942,7462361,CRIMINAL DAMAGE,43.0,2010,41.76668676,-87.56978969,170314301022004,430102,2004
306422,7531692,THEFT,24.0,2010,41.89739227,-87.65116541,170318423002007,842300,2007
78501,7597870,BATTERY,69.0,2010,41.75145288,-87.62456758,170316913002012,691300,2012
92569,7314342,BURGLARY,28.0,2010,41.88236463,-87.66797146,170318381001002,838100,1002
117078,7520848,CRIMINAL DAMAGE,32.0,2010,41.88781278,-87.62054663,170313201003003,320100,3003
68178,7752893,BATTERY,42.0,2010,41.78306276,-87.6132676,170314206001006,420600,1006
227348,7433829,NARCOTICS,25.0,2010,41.87855873,-87.74818183,170312522022001,252202,2001
143603,7791463,CRIMINAL DAMAGE,67.0,2010,41.78808712,-87.66685713,170316703001009,670300,1009
272850,7515827,PUBLIC PEACE VIOLATION,56.0,2010,41.81122133,-87.74738285,170315602003006,560200,3006
248045,7695877,OTHER OFFENSE,38.0,2010,41.82265796,-87.61601967,170313802001002,380200,1002
26803,7637129,BATTERY,3.0,2010,41.96194844,-87.63492077,170310314004002,031400,4002
325988,7696600,THEFT,4.0,2010,41.97586261,-87.69299232,170310402012005,040201,2005
43861,7517554,BATTERY,22.0,2010,41.92528687,-87.72067627,170312207011006,220701,1006
40691,7840819,BATTERY,30.0,2010,41.85457356,-87.69553604,170318407003002,840700,3002
163577,7742783,CRIMINAL TRESPASS,43.0,2010,41.77285409,-87.58874287,170314303001004,430300,1004
256588,7667655,OTHER OFFENSE,34.0,2010,41.8266883,-87.63140663,170313406001019,340600,1019
282207,7617041,ROBBERY,3.0,2010,41.96381554,-87.6547703,170310315022003,031502,2003
135627,7978498,CRIMINAL DAMAGE,23.0,2010,41.90991465,-87.72394969,170312307004005,230700,4005
12200,7622946,ASSAULT,14.0,2010,41.96329319,-87.72666961,170311406011027,140601,1027
151417,7789484,CRIMINAL DAMAGE,46.0,2010,41.7458448,-87.55764362,170314603024013,460302,4013
46061,7729455,BATTERY,4.0,2010,41.96763012,-87.69745789,170310407004002,040700,4002
265811,7472366,OTHER OFFENSE,71.0,2010,41.74444025,-87.66328892,170317107004011,710700,4011
250176,7414324,OTHER OFFENSE,23.0,2010,41.90380416,-87.72879799,170312306002007,230600,2007
184797,7837698,MOTOR VEHICLE THEFT,28.0,2010,41.85963798,-87.66440403,170318429001015,842900,1015
97438,7388372,BURGLARY,66.0,2010,41.77170236,-87.701094,170316608005018,660800,5018
212192,7304310,NARCOTICS,29.0,2010,41.85963381,-87.73476463,170312909003012,290900,3012
190187,7341468,MOTOR VEHICLE THEFT,5.0,2010,41.94528988,-87.67608443,170310507001007,050700,1007
129599,7868711,CRIMINAL DAMAGE,72.0,2010,41.70450471,-87.68770133,170317205001014,720500,1014
235407,7391122,NARCOTICS,67.0,2010,41.77335276,-87.67013311,170316713002002,671300,2002
71292,7725135,BATTERY,66.0,2010,41.77487175,-87.70304256,170316605002003,660500,2003
47372,7757428,BATTERY,21.0,2010,41.93415687,-87.72080088,170312105022002,210502,2002
243212,7691655,NARCOTICS,53.0,2010,41.67892212,-87.63109289,170315302002011,530200,2011
12619,7542697,ASSAULT,14.0,2010,41.967366999999996,-87.70599506,170311408005019,140800,5019
359302,7549561,THEFT,71.0,2010,41.75146446,-87.6440639,170317101001020,710100,1020
78719,7833486,BATTERY,69.0,2010,41.75232063,-87.6367728,170316912003003,691200,3003
174028,7819537,DECEPTIVE PRACTICE,13.0,2010,41.97642937,-87.70869744,170318318005028,831800,5028
114945,7339500,CRIM SEXUAL ASSAULT,68.0,2010,41.76250001,-87.64555491,170316814001005,681400,1005
188726,7846567,MOTOR VEHICLE THEFT,30.0,2010,41.83928623,-87.6942273,170318435001000,843500,1000
275144,7715736,ROBBERY,8.0,2010,41.89337479,-87.62178498,170310814032002,081403,2002
172739,7719016,DECEPTIVE PRACTICE,26.0,2010,41.88548754,-87.72642205,170312602001010,260200,1010
165053,7527054,CRIMINAL TRESPASS,49.0,2010,41.69905564,-87.64259155,170317501001000,750100,1000
337155,7707739,THEFT,5.0,2010,41.95352704,-87.67831588,170310506001004,050600,1004
149167,7768911,CRIMINAL DAMAGE,17.0,2010,41.95242315,-87.81029335,170311704001003,170400,1003
331834,7573771,THEFT,30.0,2010,41.83448664,-87.73659156,170318305001006,830500,1006
337013,7624218,THEFT,16.0,2010,41.95278647,-87.71043193,170311608001008,160800,1008
347779,7540789,THEFT,4.0,2010,41.98149188,-87.70457651,170310403001003,040300,1003
114824,7324072,CRIM SEXUAL ASSAULT,69.0,2010,41.77980097,-87.62537741,170318425001005,842500,1005
333461,7583362,THEFT,6.0,2010,41.94394845,-87.64938651,170310621001000,062100,1000
127195,7515003,CRIMINAL DAMAGE,29.0,2010,41.85253566,-87.72352562,170312924002015,292400,2015
90372,7730019,BURGLARY,42.0,2010,41.78411928,-87.60067567,170314203001000,420300,1000
327414,7314605,THEFT,7.0,2010,41.93146507,-87.64434912,170310702001004,070200,1004
309166,7693387,THEFT,68.0,2010,41.78145134,-87.652799,170316806002021,680600,2021
96523,7827066,BURGLARY,6.0,2010,41.93372126,-87.65874986,170310629002004,062900,2004
300460,7609936,THEFT,35.0,2010,41.83367614,-87.61294276,170313510003010,351000,3010
82470,7672494,BATTERY,48.0,2010,41.73276322,-87.58926103,170314803001006,480300,1006
112480,7628711,BURGLARY,49.0,2010,41.71232798,-87.61146455,170314908002002,490800,2002
4972,7715532,ASSAULT,8.0,2010,41.90715332,-87.63968057,170310804001009,080400,1009
272473,7842766,PUBLIC PEACE VIOLATION,16.0,2010,41.94654248,-87.73608438,170311611002016,161100,2016
262854,7511396,OTHER OFFENSE,68.0,2010,41.77542973,-87.64075349,170316809001006,680900,1006
283718,7395622,ROBBERY,40.0,2010,41.79226444,-87.61591493,170314003001023,400300,1023
326343,7861745,THEFT,7.0,2010,41.92944982,-87.65617464,170310704001010,070400,1010
69041,7795688,BATTERY,42.0,2010,41.77977951,-87.58644829,170318439001014,843900,1014
349028,7616275,THEFT,56.0,2010,41.78898704,-87.74147999,170319801001008,980100,1008
124839,7847862,CRIMINAL DAMAGE,24.0,2010,41.90834874,-87.6682601,170312415002001,241500,2001
178325,7583348,GAMBLING,25.0,2010,41.87941586,-87.75214718,170312522011004,252201,1004
10881,7869645,ASSAULT,34.0,2010,41.82683925,-87.63140865,170313406001019,340600,1019
142967,7406599,CRIMINAL DAMAGE,63.0,2010,41.78913711,-87.68879262,170318351002010,835100,2010
159838,7362592,CRIMINAL TRESPASS,24.0,2010,41.91041529,-87.68120359,170312405001023,240500,1023
353820,7629301,THEFT,42.0,2010,41.77584507,-87.61192222,170314207003004,420700,3004
367711,7649628,WEAPONS VIOLATION,22.0,2010,41.92138902,-87.72668089,170312209021019,220902,1019
96783,7793574,BURGLARY,34.0,2010,41.84198815,-87.63420105,170313403001024,340300,1024
1843,7521526,ASSAULT,8.0,2010,41.89314194,-87.63752566,170310818001016,081800,1016
114142,7666540,CRIM SEXUAL ASSAULT,8.0,2010,41.90843054,-87.63850953,170310804001008,080400,1008
55674,7645523,BATTERY,23.0,2010,41.90258249,-87.73184005,170312306005011,230600,5011
80414,7862727,BATTERY,46.0,2010,41.74756569,-87.55524097,170314603024001,460302,4001
65973,7834788,BATTERY,63.0,2010,41.78755943,-87.7107396,170316309002008,630900,2008
335991,7794712,THEFT,65.0,2010,41.77052059,-87.71898755,170316504005003,650400,5003
163802,7702885,CRIMINAL TRESPASS,43.0,2010,41.76744896,-87.58595717,170314302003005,430200,3005
162874,7521086,CRIMINAL TRESPASS,77.0,2010,41.98934853,-87.65819227,170310306012001,030601,2001
109869,7685585,BURGLARY,44.0,2010,41.75011773,-87.62701194,170318424001012,842400,1012
157299,7655833,CRIMINAL TRESPASS,68.0,2010,41.79082022,-87.63630114,170318346001016,834600,1016
219985,7558417,NARCOTICS,29.0,2010,41.86818094,-87.70927139,170318430001013,843000,1013
273150,7426502,PUBLIC PEACE VIOLATION,68.0,2010,41.78982364,-87.64625665,170318347001011,834700,1011
354546,7463647,THEFT,67.0,2010,41.77173651,-87.66400571,170316716003009,671600,3009
148199,7345571,CRIMINAL DAMAGE,69.0,2010,41.76526523,-87.60921096,170316909001007,690900,1007
283890,7626107,ROBBERY,19.0,2010,41.93669952,-87.77041572,170311904021017,190402,1017
23370,7297866,BATTERY,25.0,2010,41.87866145,-87.76480778,170312521011009,252101,1009
3522,7831786,ASSAULT,3.0,2010,41.96545532,-87.65316812,170310315013003,031501,3003
86846,7379338,BATTERY,53.0,2010,41.67168302,-87.63930092,170315305012023,530501,2023
159412,7792655,CRIMINAL TRESPASS,31.0,2010,41.85409242,-87.66970711,170313108003012,310800,3012
7479,7805996,ASSAULT,19.0,2010,41.92111744,-87.76588247,170311913022019,191302,2019
288309,7585905,ROBBERY,53.0,2010,41.67911877,-87.62869669,170315302002015,530200,2015
252644,7338528,OTHER OFFENSE,19.0,2010,41.91907258,-87.78042522,170311913012011,191301,2011
347040,7465370,THEFT,4.0,2010,41.97973859,-87.69271075,170310402024014,040202,4014
3688,7589675,ASSAULT,6.0,2010,41.93991842,-87.65328888,170310630001002,063000,1002
265911,7382413,OTHER OFFENSE,71.0,2010,41.74274042,-87.64867157,170317110001000,711000,1000
168942,7769972,DECEPTIVE PRACTICE,39.0,2010,41.80967067,-87.59415622,170313906001000,390600,1000
269635,7847264,PROSTITUTION,25.0,2010,41.880537700000005,-87.74182569999999,170312518003021,251800,3021
74319,7862428,BATTERY,69.0,2010,41.764425200000005,-87.62813796,170316911001006,691100,1006
5774,7308203,ASSAULT,71.0,2010,41.74670541,-87.66395062,170317105001011,710500,1011
213264,7593156,NARCOTICS,24.0,2010,41.91106939,-87.66892622,170312402001021,240200,1021
277361,7727542,ROBBERY,24.0,2010,41.9050164,-87.66906245,170312415003013,241500,3013
146652,7415736,CRIMINAL DAMAGE,42.0,2010,41.77435327,-87.61428521,170314207005016,420700,5016
84975,7825703,BATTERY,51.0,2010,41.70231364,-87.56322419,170318388002053,838800,2053
201028,7569301,NARCOTICS,25.0,2010,41.88095048,-87.76321214,170312519004007,251900,4007
114380,7870851,CRIM SEXUAL ASSAULT,35.0,2010,41.8410143,-87.62352137,170318392002020,839200,2020
4531,7516976,ASSAULT,67.0,2010,41.79050186,-87.65649126,170316701001009,670100,1009
325011,7667806,THEFT,43.0,2010,41.76444651,-87.56553497,170314307002003,430700,2003
314618,7609388,THEFT,41.0,2010,41.7951916,-87.588169,170314111001000,411100,1000
133806,7808516,CRIMINAL DAMAGE,16.0,2010,41.95020474,-87.71358177,170311608003000,160800,3000
103279,7515081,BURGLARY,25.0,2010,41.90398962,-87.76234967,170312507005020,250700,5020
130098,7794748,CRIMINAL DAMAGE,24.0,2010,41.90390303,-87.69287064,170312426001010,242600,1010
321933,7675051,THEFT,24.0,2010,41.90819772,-87.68067878,170312413001006,241300,1006
266514,7823528,OTHER OFFENSE,49.0,2010,41.72849148,-87.63265979,170318340001020,834000,1020
97601,7760237,BURGLARY,19.0,2010,41.93762158,-87.74684097,170311902001016,190200,1016
327573,7450607,THEFT,66.0,2010,41.77914187,-87.69163879999999,170318350003014,835000,3014
333726,7767835,THEFT,6.0,2010,41.94496124,-87.64941612,170310621002000,062100,2000
293512,7368402,THEFT,32.0,2010,41.87989042,-87.63083203,170318391001089,839100,1089
280958,7758735,ROBBERY,6.0,2010,41.94585731,-87.65428441,170318320001007,832000,1007
196220,7521471,MOTOR VEHICLE THEFT,42.0,2010,41.77451681,-87.59293961,170318344002013,834400,2013
121499,7746293,CRIMINAL DAMAGE,61.0,2010,41.82336393,-87.65358808,170318399002013,839900,2013
342166,7341972,THEFT,58.0,2010,41.80779181,-87.70396341,170318428004022,842800,4022
74393,7361607,BATTERY,69.0,2010,41.76551076,-87.60507347,170318418002034,841800,2034
86298,7754735,BATTERY,53.0,2010,41.68258068,-87.65910609,170315303004013,530300,4013
122827,7304769,CRIMINAL DAMAGE,24.0,2010,41.90740279,-87.68714516,170312411001011,241100,1011
255373,7557300,OTHER OFFENSE,23.0,2010,41.90281435,-87.70845304,170318366002002,836600,2002
41624,7449414,BATTERY,31.0,2010,41.85375085,-87.66853605,170313108003011,310800,3011
346442,7419726,THEFT,11.0,2010,41.97704348,-87.76899404,170311102001017,110200,1017
266488,7528763,OTHER OFFENSE,48.0,2010,41.73025182,-87.58920575,170314803001013,480300,1013
329079,7851715,THEFT,6.0,2010,41.93608955,-87.63941487,170310633021000,063302,1000
261379,7654645,OTHER OFFENSE,25.0,2010,41.88216919,-87.770498,170312520003011,252000,3011
265583,7703898,OTHER OFFENSE,71.0,2010,41.74785898,-87.66458727,170317105001007,710500,1007
259608,7489442,OTHER OFFENSE,19.0,2010,41.93142172,-87.75482483,170311902004013,190200,4013
287346,7493104,ROBBERY,71.0,2010,41.73567572,-87.64531358,170317114002003,711400,2003
116706,7695157,CRIMINAL DAMAGE,28.0,2010,41.87821335,-87.68635608,170312808001011,280800,1011
228742,7612378,NARCOTICS,25.0,2010,41.902257399999996,-87.75509918,170312508002014,250800,2014
261424,7857520,OTHER OFFENSE,25.0,2010,41.89567887,-87.77100748,170312513003009,251300,3009
94753,7415003,BURGLARY,31.0,2010,41.85027821,-87.68126053,170318413002013,841300,2013
72737,7401615,BATTERY,43.0,2010,41.77093933,-87.58379413,170314302004004,430200,4004
92048,7823495,BURGLARY,77.0,2010,41.99084065,-87.66651923,170310302003015,030200,3015
121915,7597715,CRIMINAL DAMAGE,6.0,2010,41.95102488,-87.66085033,170310612001003,061200,1003
18576,7845654,ASSAULT,1.0,2010,42.01969336,-87.66469062,170310101003000,010100,3000
217297,7523503,NARCOTICS,27.0,2010,41.87289363,-87.69493904,170318374002025,837400,2025
228601,7471439,NARCOTICS,61.0,2010,41.80075339,-87.67327615,170316117003003,611700,3003
198545,7815208,MOTOR VEHICLE THEFT,71.0,2010,41.73848811,-87.67043333,170317112004062,711200,4062
318309,7551128,THEFT,71.0,2010,41.74846576,-87.66889418,170317105003000,710500,3000
173065,7855454,DECEPTIVE PRACTICE,20.0,2010,41.91704218,-87.73663508,170312004011012,200401,1012
51958,7517334,BATTERY,5.0,2010,41.94727721,-87.68827183,170310505005005,050500,5005
7785,7466504,ASSAULT,22.0,2010,41.92591981,-87.67872697,170318309001024,830900,1024
107052,7524487,BURGLARY,1.0,2010,42.00593841,-87.66497079999999,170310105022005,010502,2005
194288,7845576,MOTOR VEHICLE THEFT,15.0,2010,41.95057554,-87.76288255,170311507004014,150700,4014
342889,7837737,THEFT,39.0,2010,41.80740554,-87.59355871,170313906001005,390600,1005
357352,7856494,THEFT,69.0,2010,41.76102546,-87.6308985,170316911002003,691100,2003
361541,7838460,THEFT,44.0,2010,41.73775077,-87.60485591,170314402022010,440202,2010
79964,7818065,BATTERY,46.0,2010,41.74913275,-87.56012896,170314603022010,460302,2010
59995,7535879,BATTERY,25.0,2010,41.9023205,-87.74913306,170312508002016,250800,2016
111880,7585957,BURGLARY,48.0,2010,41.72745681,-87.57183331,170314804004000,480400,4000
84112,7589826,BATTERY,73.0,2010,41.70994363,-87.65757137,170317306001006,730600,1006
81429,7509426,BATTERY,46.0,2010,41.74050107,-87.55634122,170314603011007,460301,1007
95333,7494080,BURGLARY,7.0,2010,41.92600403,-87.66335474,170310705002010,070500,2010
94371,7862207,BURGLARY,7.0,2010,41.92063575,-87.65345324,170310710002009,071000,2009
50068,7768021,BATTERY,66.0,2010,41.77162559,-87.70611337,170316605002014,660500,2014
319341,7542005,THEFT,25.0,2010,41.91509318,-87.79130553,170312505001008,250500,1008
127938,7710423,CRIMINAL DAMAGE,19.0,2010,41.92084499,-87.78780656,170318315002004,831500,2004
253336,7816641,OTHER OFFENSE,19.0,2010,41.92462246,-87.7660131,170311907023013,190702,3013
25714,7473991,BATTERY,27.0,2010,41.87686747,-87.70844149,170312713001010,271300,1010
129880,7572588,CRIMINAL DAMAGE,70.0,2010,41.74363526,-87.68855167,170317005016003,700501,6003
46806,7792545,BATTERY,27.0,2010,41.88649655,-87.69983857,170318371002007,837100,2007
139875,7311124,CRIMINAL DAMAGE,25.0,2010,41.87670567,-87.75128681,170312522012005,252201,2005
106968,7436907,BURGLARY,67.0,2010,41.76952857,-87.66515772,170316715003001,671500,3001
367485,7795460,WEAPONS VIOLATION,1.0,2010,42.00531281,-87.67447726,170310107023009,010702,3009
238689,7703391,NARCOTICS,71.0,2010,41.75353949,-87.64411867,170317102001013,710200,1013
9754,7719329,ASSAULT,21.0,2010,41.93956685,-87.72462309,170318311004027,831100,4027
177664,7580815,DECEPTIVE PRACTICE,75.0,2010,41.67851969,-87.66249794,170317505004003,750500,4003
220171,7742076,NARCOTICS,21.0,2010,41.93929986,-87.71166953,170312106011005,210601,1005
352884,7397202,THEFT,2.0,2010,41.99807989,-87.69599967,170310206023013,020602,3013
265451,7858106,OTHER OFFENSE,71.0,2010,41.74805893,-87.66216658,170317106002008,710600,2008
286818,7737742,ROBBERY,44.0,2010,41.75029973,-87.61651797,170314403002003,440300,2003
51036,7404586,BATTERY,70.0,2010,41.75606252,-87.71062995,170317001001024,700100,1024
214591,7370503,NARCOTICS,19.0,2010,41.91804858,-87.75964502,170311912002010,191200,2010
227201,7325039,NARCOTICS,25.0,2010,41.87946645,-87.74805972,170312522024004,252202,4004
260923,7537511,OTHER OFFENSE,63.0,2010,41.79090565,-87.69738135,170316308002006,630800,2006
249096,7488775,OTHER OFFENSE,3.0,2010,41.96824454,-87.65104248,170310315012002,031501,2002
239184,7794368,NARCOTICS,71.0,2010,41.74998231,-87.64402479,170317109001005,710900,1005
100294,7564199,BURGLARY,23.0,2010,41.89710026,-87.73146175,170318421003007,842100,3007
57455,7575384,BATTERY,61.0,2010,41.81161867,-87.66108898,170318426002046,842600,2046
220162,7733598,NARCOTICS,29.0,2010,41.86818094,-87.70927139,170318430001013,843000,1013
94943,7774027,BURGLARY,24.0,2010,41.89069322,-87.68472802,170312429002009,242900,2009
14686,7660643,ASSAULT,67.0,2010,41.79133774,-87.65723054,170316701002007,670100,2007
57866,7414294,BATTERY,3.0,2010,41.96566526,-87.65479112,170318307003000,830700,3000
138250,7826855,CRIMINAL DAMAGE,56.0,2010,41.80766242,-87.73998033,170315601001047,560100,1047
147568,7316753,CRIMINAL DAMAGE,43.0,2010,41.76941777,-87.56985628,170314301023001,430102,3001
197394,7774315,MOTOR VEHICLE THEFT,43.0,2010,41.75761443,-87.58611527,170318342004016,834200,4016
203318,7756237,NARCOTICS,37.0,2010,41.80912527,-87.63190651,170318356001006,835600,1006
222320,7465486,NARCOTICS,5.0,2010,41.951652100000004,-87.67868431,170310505002022,050500,2022
65406,7329547,BATTERY,77.0,2010,41.98555996,-87.66921156,170310305004002,030500,4002
7048,7773346,ASSAULT,45.0,2010,41.73709431,-87.57299818,170314801001009,480100,1009
229297,7543707,NARCOTICS,61.0,2010,41.79892325,-87.66714828,170316118001025,611800,1025
143789,7528785,CRIMINAL DAMAGE,40.0,2010,41.78659669,-87.62063488,170318345001022,834500,1022
625,7382668,ASSAULT,25.0,2010,41.88116956,-87.7697907,170312520002007,252000,2007
268611,7408653,PROSTITUTION,6.0,2010,41.93994374,-87.65200585,170310621003011,062100,3011
91677,7403922,BURGLARY,71.0,2010,41.74312005,-87.65997182,170317107004006,710700,4006
316847,7353436,THEFT,23.0,2010,41.91243778,-87.73618934,170312305002003,230500,2003
366577,7408515,WEAPONS VIOLATION,35.0,2010,41.82646754,-87.62539552,170313514001025,351400,1025
186588,7594154,MOTOR VEHICLE THEFT,43.0,2010,41.76610239,-87.57353917,170314306001008,430600,1008
86786,7399885,BATTERY,53.0,2010,41.67311811,-87.66002842,170315304002046,530400,2046
364410,7305401,THEFT,51.0,2010,41.70574172,-87.56205899999999,170318388002039,838800,2039
106165,7821219,BURGLARY,66.0,2010,41.77456735,-87.70058561,170316608005004,660800,5004
279164,7736299,ROBBERY,7.0,2010,41.92192927,-87.66483777,170318325001026,832500,1026
193742,7815405,MOTOR VEHICLE THEFT,15.0,2010,41.95785349,-87.75799032,170311503003008,150300,3008
280843,7355441,ROBBERY,30.0,2010,41.85170462,-87.71031982,170313007001000,300700,1000
10645,7700022,ASSAULT,35.0,2010,41.828075399999996,-87.62490449,170313514001012,351400,1012
261004,7724659,OTHER OFFENSE,11.0,2010,41.96957524,-87.76929898,170311104002006,110400,2006
335927,7820121,THEFT,65.0,2010,41.78421332,-87.71669355,170316501001011,650100,1011
65550,7470887,BATTERY,67.0,2010,41.78968597,-87.65961673,170316701002018,670100,2018
368163,7801106,WEAPONS VIOLATION,22.0,2010,41.91724882,-87.71961048,170312209011009,220901,1009
18845,7451801,ASSAULT,43.0,2010,41.75482364,-87.55109257,170314314003010,431400,3010
65314,7860554,BATTERY,77.0,2010,41.98420766,-87.65802223,170310306031001,030603,1001
180340,7339318,KIDNAPPING,2.0,2010,41.99649021,-87.70081634,170310207022009,020702,2009
159023,7520491,CRIMINAL TRESPASS,29.0,2010,41.86181445,-87.71285016,170312912002016,291200,2016
282935,7713021,ROBBERY,13.0,2010,41.97249682,-87.72814517,170311403023005,140302,3005
187913,7487828,MOTOR VEHICLE THEFT,27.0,2010,41.8836761,-87.69302494,170318371002038,837100,2038
359448,7868026,THEFT,43.0,2010,41.75306621,-87.55700329,170314313011015,431301,1015
210678,7817637,NARCOTICS,29.0,2010,41.865201899999995,-87.73371045,170312909004013,290900,4013
235593,7666848,NARCOTICS,66.0,2010,41.77217377,-87.70298099,170316605002012,660500,2012
1587,7646019,ASSAULT,40.0,2010,41.78928197,-87.61997077,170314004001020,400400,1020
190885,7534009,MOTOR VEHICLE THEFT,6.0,2010,41.95186109,-87.65651465,170318321002008,832100,2008
288154,7612461,ROBBERY,75.0,2010,41.68951894,-87.68108158,170317505001010,750500,1010
126495,7332888,CRIMINAL DAMAGE,24.0,2010,41.9059963,-87.67817378,170312414004000,241400,4000
199384,7504211,MOTOR VEHICLE THEFT,49.0,2010,41.71211227,-87.62843902,170314907003006,490700,3006
314141,7793143,THEFT,1.0,2010,42.00663627,-87.66889673,170310106001005,010600,1005
173704,7487511,DECEPTIVE PRACTICE,25.0,2010,41.90322735,-87.74937826,170312508002010,250800,2010
69077,7853697,BATTERY,42.0,2010,41.7794664,-87.60956084,170314207004003,420700,4003
170213,7815647,DECEPTIVE PRACTICE,24.0,2010,41.91122689,-87.68108144,170312405001013,240500,1013
365366,7708132,THEFT,49.0,2010,41.69025463,-87.62102198,170314914002003,491400,2003
38670,7310897,BATTERY,67.0,2010,41.77941307,-87.66696895,170316712002000,671200,2000
111997,7626646,BURGLARY,49.0,2010,41.72495268,-87.61906367,170314903002018,490300,2018
161121,7587679,CRIMINAL TRESPASS,6.0,2010,41.94606908,-87.65066143,170318320001001,832000,1001
166269,9794303,DECEPTIVE PRACTICE,32.0,2010,41.88447623,-87.63131061,170318391001035,839100,1035
143601,7783523,CRIMINAL DAMAGE,67.0,2010,41.78829485,-87.66200007,170316702001032,670200,1032
157962,7541001,CRIMINAL TRESPASS,8.0,2010,41.89755848,-87.64178992,170310819001005,081900,1005
128356,7648930,CRIMINAL DAMAGE,43.0,2010,41.76806982,-87.56730628,170314301021002,430102,1002
220469,7471172,NARCOTICS,27.0,2010,41.88545647,-87.71239744,170318368001024,836800,1024
2885,7320204,ASSAULT,69.0,2010,41.75856655,-87.60619289,170316914001001,691400,1001
124666,7646038,CRIMINAL DAMAGE,7.0,2010,41.911901,-87.64152858,170310717002002,071700,2002
136922,7567952,CRIMINAL DAMAGE,20.0,2010,41.92442179,-87.73197303,170312002002022,200200,2022
8065,7598471,ASSAULT,30.0,2010,41.84534223,-87.70506357,170313009002016,300900,2016
329600,7707650,THEFT,21.0,2010,41.93464177,-87.71654401,170312106023004,210602,3004
83193,7438449,BATTERY,73.0,2010,41.72242958,-87.65419139,170317302012021,730201,2021
245290,7374967,OFFENSE INVOLVING CHILDREN,63.0,2010,41.78739217,-87.69972249,170316308004010,630800,4010
74649,7541806,BATTERY,69.0,2010,41.76480779,-87.62653561,170316911001012,691100,1012
85152,7339609,BATTERY,52.0,2010,41.69868513,-87.54134465,170315203004017,520300,4017
363320,7593136,THEFT,73.0,2010,41.72006411,-87.64682444,170317304001005,730400,1005
196465,7369429,MOTOR VEHICLE THEFT,67.0,2010,41.77002231,-87.65667726,170318349002027,834900,2027
253968,7701270,OTHER OFFENSE,22.0,2010,41.92849405,-87.69434456,170312203001023,220300,1023
337865,7715121,THEFT,36.0,2010,41.82178939,-87.60187532,170318364001009,836400,1009
327113,7729560,THEFT,66.0,2010,41.77917619,-87.68943499,170318350004013,835000,4013
188848,7627392,MOTOR VEHICLE THEFT,21.0,2010,41.93422922,-87.72460034,170312105023000,210502,3000
354910,7374032,THEFT,67.0,2010,41.76982343,-87.66395228,170316716003016,671600,3016
145544,7648544,CRIMINAL DAMAGE,2.0,2010,41.99610632,-87.70687537,170310207021016,020702,1016
5480,7391769,ASSAULT,24.0,2010,41.90991513,-87.67674501,170312414001007,241400,1007
303252,7644341,THEFT,24.0,2010,41.895194000000004,-87.66138125,170312434001022,243400,1022
250543,7534399,OTHER OFFENSE,8.0,2010,41.90715332,-87.63968057,170310804001009,080400,1009
263830,7626985,OTHER OFFENSE,43.0,2010,41.76724597,-87.57632989,170314302002000,430200,2000
263825,7484144,OTHER OFFENSE,43.0,2010,41.76741281,-87.58125823,170314302003008,430200,3008
107345,7631146,BURGLARY,1.0,2010,42.00711312,-87.66500634,170310105013006,010501,3006
308051,7754673,THEFT,28.0,2010,41.87657555,-87.65366341,170318331002020,833100,2020
190978,7812223,MOTOR VEHICLE THEFT,30.0,2010,41.84792479,-87.72394745,170313005001006,300500,1006
21508,7803607,ASSAULT,75.0,2010,41.68603955,-87.64218164,170317506001004,750600,1004
79086,7506070,BATTERY,71.0,2010,41.75000151,-87.64402458,170317109001005,710900,1005
61716,7734024,BATTERY,25.0,2010,41.89495505,-87.75402644,170312511003013,251100,3013
372,7646667,ARSON,68.0,2010,41.78616885,-87.65466681,170316709001003,670900,1003
120801,7582471,CRIMINAL DAMAGE,77.0,2010,41.98549596,-87.65730609,170310306032000,030603,2000
97670,7846523,BURGLARY,23.0,2010,41.90646233,-87.70811255,170312309002001,230900,2001
193297,7806731,MOTOR VEHICLE THEFT,19.0,2010,41.925110700000005,-87.75224709999999,170311908003013,190800,3013
128095,7346226,CRIMINAL DAMAGE,2.0,2010,42.00987564,-87.68884664,170310204002004,020400,2004
230703,7814205,NARCOTICS,40.0,2010,41.79393591,-87.62568028,170314005001008,400500,1008
70516,7686140,BATTERY,66.0,2010,41.77672742,-87.70064136,170316606005017,660600,5017
98619,7714069,BURGLARY,6.0,2010,41.94731944,-87.64269335,170310609002004,060900,2004
201685,7847068,NARCOTICS,25.0,2010,41.88276475,-87.76327679999999,170312519004004,251900,4004
318546,7690426,THEFT,67.0,2010,41.78302256,-87.67089512,170316706002002,670600,2002
